name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,ID,Class
decoys_minimizations/mini_1a6w_NIP_H_decoy_16.pdb,-0.08,566.8,0.67,0.33,-19.22,-21.49,5.25,4.48,-3.79,0,-2.4,8.05,2,2,0,132,90,0,0,7,0,0,0,0,-12959.81,2,24,1615,414,418,0,538,138,137,0,472,122,124,0,0,0,0,0,0,0,0,0,148,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,6,1,1.77,109.27,1a6w_NIP_H,0
decoys_minimizations/mini_1a6w_NIP_H_decoy_44.pdb,-0.07,542.1,0.68,0.32,-17.26,-25.49,6.17,12.46,-5.75,0,-4.25,9.29,3,6,0,164,86,0,0,8,0,0,0,0,-45759.52,3,28,1733,446,440,0,370,93,87,0,699,177,177,1,74,15,20,0,0,0,0,0,356,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.87,108.4,1a6w_NIP_H,0
actives_minimizations/mini_1a9u_SB2_A_active.pdb,-0.11,757.4,0.64,0.36,-34.12,-33.03,8.35,4.57,-4.95,-2.27,-1.89,1.18,2,0,17,246,100,0,43,7,0,0,0,0,-74923.4,2,44,3264,837,902,28,455,126,134,6,87,28,32,0,225,46,48,1,0,0,0,0,89,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3,1,4.68,58.64,1a9u_SB2_A,1
decoys_minimizations/mini_1a9u_SB2_A_decoy_26.pdb,-0.08,665.7,0.77,0.23,-25.33,-28.87,9.77,-2.3,1.37,0,0,0.84,0,2,12,277,92,0,37,3,0,0,0,0,52523.47,0,39,2985,755,825,31,334,89,94,4,297,82,88,3,0,0,0,0,0,0,0,0,0,0,0,0,85,25,30,0,0,0,0,0,0,0,0,0,0.26,2,1,4.22,49.41,1a9u_SB2_A,0
decoys_minimizations/mini_1a9u_SB2_A_decoy_42.pdb,-0.12,646.2,0.63,0.37,-16.04,-17.45,3.18,0.55,-0.99,0,0,-0.25,0,3,5,112,74,0,6,6,0,0,0,0,-53035.43,0,24,1998,563,614,19,312,88,90,3,146,36,42,2,0,0,0,0,0,0,0,0,123,36,40,2,165,53,60,0,0,0,0,0,0,0,0,0,0.2,3,1,4.67,52.89,1a9u_SB2_A,0
decoys_minimizations/mini_1a9u_SB2_A_decoy_44.pdb,-0.17,789.2,0.6,0.4,-19.43,-22.68,7.15,0.84,-0.68,0,0,1.71,0,4,5,218,107,0,22,12,0,0,0,0,95784.09,1,25,2642,736,815,27,132,40,41,1,490,130,137,5,0,0,0,0,0,0,0,0,115,36,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0.68,4,1,4.57,55.4,1a9u_SB2_A,0
actives_minimizations/mini_1afe_ALZ_H_active.pdb,-0.16,823.5,0.56,0.44,-31.51,-32.42,5.34,13.53,-9.27,-5.59,-0.36,4.72,5,3,0,2,301,0,0,88,0,0,0,3,-316668.68,5,24,2469,649,753,50,656,172,215,17,420,115,129,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,4,3,0.43,98.31,1afe_ALZ_H,1
decoys_minimizations/mini_1afe_ALZ_H_decoy_41.pdb,-0.18,704.4,0.51,0.49,-21.19,-23.13,6.23,3.55,-2.9,0,-1.22,1.02,1,3,0,3,230,0,0,70,0,0,0,1,-28400.09,1,25,2281,600,707,59,156,44,46,4,409,107,121,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3,2,1.49,55.3,1afe_ALZ_H,0
decoys_minimizations/mini_1afe_ALZ_H_decoy_45.pdb,-0.09,584.8,0.61,0.39,-14.1,-13.89,2.84,2.05,-2.97,0,-2.02,5.94,1,3,0,0,157,0,0,16,0,0,0,0,-29546.45,2,12,1652,451,504,35,300,82,93,9,281,76,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18,20,0,0,0,0,0,0.31,3,1,1.81,48.53,1afe_ALZ_H,0
decoys_minimizations/mini_1afe_ALZ_H_decoy_47.pdb,-0.03,525.4,0.74,0.26,-15.09,-16.25,6.1,-1.19,-1.44,0,0,2.85,0,2,0,0,211,0,0,25,0,0,0,0,-16181.75,0,17,1726,441,496,31,312,83,87,5,443,112,132,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,4,1,1.33,68.84,1afe_ALZ_H,0
actives_minimizations/mini_1aj7_NPE_H_active.pdb,-0.1,632.6,0.68,0.32,-34.17,-36.3,11.45,16.05,-15.57,-1.6,-3.82,13.13,6,2,0,272,93,0,4,24,0,0,1,3,-926673.49,3,34,2156,540,538,13,265,61,59,3,1368,338,345,9,0,0,0,0,193,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,7,0,0.45,132.63,1aj7_NPE_H,1
decoys_minimizations/mini_1aj7_NPE_H_decoy_21.pdb,-0.17,635.2,0.69,0.31,-17.09,-23.36,6.76,11.13,-4.59,0,-1.41,4.44,1,10,0,212,71,0,5,25,0,0,0,2,-220807.42,1,18,2310,587,572,10,169,46,45,1,877,222,212,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,5,1,-2.03,109.36,1aj7_NPE_H,0
decoys_minimizations/mini_1aj7_NPE_H_decoy_34.pdb,-0.14,703.5,0.71,0.29,-20.7,-28.11,8.06,11.03,-4.77,0,-1.76,7.38,2,9,0,131,154,0,0,14,0,0,0,0,-111907.14,2,22,2570,643,635,10,637,157,155,3,1004,240,247,6,0,0,0,0,0,0,0,0,223,53,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07,7,1,0.62,143.5,1aj7_NPE_H,0
decoys_minimizations/mini_1aj7_NPE_H_decoy_44.pdb,-0.09,580.5,0.73,0.27,-24.14,-35.1,8.5,14.82,-5.21,0,0,12.23,0,13,0,219,122,0,11,31,0,0,1,1,-62783.42,2,35,2265,569,563,14,399,97,99,2,1055,254,264,10,0,0,0,0,0,0,0,0,353,85,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.93,138.46,1aj7_NPE_H,0
actives_minimizations/mini_1bgq_RDC_A_active.pdb,-0.18,721.9,0.69,0.31,-29.01,-28.51,5.57,4.95,-6.29,0,-1.89,5.66,1,7,163,120,30,14,9,0,0,0,0,0,18571.78,2,18,3112,817,999,18,0,0,0,0,1096,281,332,6,0,0,0,0,0,0,0,0,0,0,0,0,220,54,65,2,0,0,0,0,0,0,0,0,0.33,6,2,2.69,96.36,1bgq_RDC_A,1
decoys_minimizations/mini_1bgq_RDC_A_decoy_17.pdb,-0.19,627.4,0.73,0.27,-27.86,-26.55,7.51,3.56,-6.67,0,-1.79,2.85,1,5,120,120,30,9,6,0,0,0,0,0,-59858.58,1,18,3229,830,1002,18,674,181,222,4,0,0,0,0,0,0,0,0,0,0,0,0,123,34,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,3,1,3.63,47.71,1bgq_RDC_A,0
decoys_minimizations/mini_1bgq_RDC_A_decoy_75.pdb,-0.16,570.2,0.71,0.29,-21.49,-19.95,4.8,5.4,-6.23,0,-1.4,1.22,1,3,91,70,35,7,8,0,0,0,0,1,-254514.41,1,15,2025,533,643,12,191,50,61,1,420,120,143,3,650,152,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,3,1,0.96,69.23,1bgq_RDC_A,0
decoys_minimizations/mini_1bgq_RDC_A_decoy_97.pdb,-0.15,625.7,0.76,0.24,-20.98,-23.57,4.92,7.87,-4.76,0,-0.89,4.59,1,9,105,92,39,4,9,0,0,0,0,1,-449366.19,1,18,2685,704,848,17,612,155,188,3,240,64,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,45,53,1,0,0,0,0,0,5,1,2.5,77.94,1bgq_RDC_A,0
actives_minimizations/mini_1bl7_SB4_A_active.pdb,-0.17,785.7,0.69,0.31,-37.58,-33.98,8.33,5.39,-9.15,-3.73,0,2.14,2,3,10,243,112,0,36,19,0,0,0,1,-128718.86,2,37,3250,842,934,31,975,274,297,11,0,0,0,0,231,41,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,5,2,1.63,86.23,1bl7_SB4_A,1
decoys_minimizations/mini_1bl7_SB4_A_decoy_11.pdb,-0.22,779.4,0.69,0.31,-25.12,-28.04,8.07,-1.51,-0.04,0,0,0.49,0,6,14,266,123,0,21,13,0,0,0,1,-26394.54,0,20,3294,875,997,31,196,49,51,2,310,85,97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,2,1,3.13,30.74,1bl7_SB4_A,0
decoys_minimizations/mini_1bl7_SB4_A_decoy_34.pdb,-0.14,686.9,0.69,0.31,-24.03,-20.27,5.72,0.95,-5.66,0,-1.95,0.64,1,2,0,139,96,0,22,11,0,0,0,1,-131017.44,1,21,2418,676,758,22,133,42,43,1,619,170,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,4,1,2.09,65.28,1bl7_SB4_A,0
decoys_minimizations/mini_1bl7_SB4_A_decoy_47.pdb,-0.19,756.3,0.68,0.32,-34.53,-31.15,7.49,1.25,-6.62,-1.01,-1.67,0.75,3,5,14,287,115,0,30,15,0,0,0,0,-120785.36,2,32,3000,759,872,26,349,92,107,3,424,123,144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,4,2,2.24,72.7,1bl7_SB4_A,0
actives_minimizations/mini_1bmk_SB5_A_active.pdb,-0.15,699,0.65,0.35,-30.92,-30.11,8.43,4.61,-5.02,-2.28,-1.5,5.27,2,1,13,261,47,0,50,10,0,0,0,0,-70880.85,3,27,2835,710,781,32,741,206,223,10,0,0,0,0,230,46,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,5,1,3.14,69.62,1bmk_SB5_A,1
decoys_minimizations/mini_1bmk_SB5_A_decoy_3.pdb,-0.07,454.7,0.65,0.35,-12.68,-13.2,2.79,-1.56,0.91,0,0,11.93,0,3,3,142,56,0,10,1,0,0,0,0,35659.07,0,17,1631,438,507,18,0,0,0,0,377,106,125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,2,1.34,49.69,1bmk_SB5_A,0
decoys_minimizations/mini_1bmk_SB5_A_decoy_6.pdb,-0.16,636.3,0.7,0.3,-24.88,-26.28,10.02,-1.06,-2.05,0,-1.01,15.6,1,2,26,328,26,0,36,5,0,0,0,0,-239286.1,1,26,2325,587,638,25,192,46,48,2,799,201,227,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0,1.18,57.23,1bmk_SB5_A,0
decoys_minimizations/mini_1bmk_SB5_A_decoy_7.pdb,-0.13,644.8,0.67,0.33,-26.98,-25.89,6.46,-2.1,-1.25,0,0,8.16,0,2,20,245,32,0,35,4,0,0,0,0,-148047.46,0,21,2278,577,634,26,189,46,52,2,606,151,176,7,0,0,0,0,0,0,0,0,178,44,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0,1.72,40.16,1bmk_SB5_A,0
actives_minimizations/mini_1c1b_GCA_A_active.pdb,-0.19,862.2,0.88,0.12,-51.07,-46.18,10.93,-6.13,-1.93,-1.32,0,10.96,1,0,0,434,150,0,47,16,0,0,0,0,-60684.38,1,65,3895,905,927,9,424,102,100,0,614,150,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,4,1,2.86,64.09,1c1b_GCA_A,1
decoys_minimizations/mini_1c1b_GCA_A_decoy_28.pdb,-0.21,655.4,0.89,0.11,-28.77,-30.89,9.2,-1.54,-0.09,0,0,5.07,0,5,0,240,81,0,31,2,0,0,0,0,-17238.65,0,45,2900,670,696,6,805,186,186,1,0,0,0,0,0,0,0,0,0,0,0,0,183,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,5,1,3.49,50.7,1c1b_GCA_A,0
decoys_minimizations/mini_1c1b_GCA_A_decoy_3.pdb,-0.19,651.8,0.89,0.11,-22.08,-26.18,10.21,-0.12,-0.76,0,0,3.68,0,2,0,276,72,0,14,4,0,0,0,0,20873.54,1,37,2802,637,653,8,386,84,93,1,414,97,107,0,0,0,0,0,0,0,0,0,216,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,3,1,2.08,63.4,1c1b_GCA_A,0
decoys_minimizations/mini_1c1b_GCA_A_decoy_35.pdb,-0.2,572,0.87,0.13,-31.37,-30.59,7.58,-3.15,-0.95,0,0,5.93,0,1,0,233,95,0,13,9,0,0,0,0,-3035.23,0,46,2975,683,701,6,452,106,111,0,222,55,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.42,35.01,1c1b_GCA_A,0
actives_minimizations/mini_1c1c_612_A_active.pdb,-0.2,836.6,0.88,0.12,-42.14,-42.93,10.76,0.23,-2.24,-1.27,0,12.61,1,1,0,358,146,0,52,22,0,0,0,0,-147585.26,1,47,3278,772,784,10,416,106,103,1,614,151,149,0,0,0,0,0,0,0,0,0,224,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,5,1,3.08,64.09,1c1c_612_A,1
decoys_minimizations/mini_1c1c_612_A_decoy_18.pdb,-0.27,685.5,0.87,0.13,-22.01,-26.46,11.26,-0.84,-0.17,0,0,0.45,0,3,0,225,67,0,5,7,0,0,0,0,-91353.39,0,35,3128,752,736,12,796,195,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,4,0,1.95,52.81,1c1c_612_A,0
decoys_minimizations/mini_1c1c_612_A_decoy_27.pdb,-0.22,547.6,0.88,0.12,-28.48,-25.59,4.25,-0.19,-3.22,-1.24,0,2.12,1,0,0,167,74,0,4,14,0,0,0,0,-92862.41,1,31,2018,483,479,9,644,160,155,2,0,0,0,0,210,51,50,1,0,0,0,0,198,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,3,1,2.13,33.61,1c1c_612_A,0
decoys_minimizations/mini_1c1c_612_A_decoy_35.pdb,-0.22,609.3,0.86,0.14,-30.02,-28.09,5.82,-3.39,-1.41,0,0,6.06,0,2,0,185,75,0,13,16,0,0,0,0,9384.97,0,40,2947,707,700,9,419,105,105,2,221,52,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3.42,35.01,1c1c_612_A,0
actives_minimizations/mini_1c1e_ENH_H_active.pdb,-0.2,642.4,0.78,0.22,-24.49,-29.16,10.4,5.22,-1.54,0,-1.51,4.32,1,10,0,143,37,0,13,13,0,0,0,0,-170985.14,1,16,1996,483,500,21,185,44,49,2,393,94,98,4,0,0,0,0,0,0,0,0,0,0,0,0,1203,295,287,10,0,0,0,0,0,0,0,0,0.6,2,0,3.06,37.38,1c1e_ENH_H,1
decoys_minimizations/mini_1c1e_ENH_H_decoy_33.pdb,-0.07,519.7,0.79,0.21,-11.12,-12.86,3.15,-0.15,0.83,0,0,4.37,0,1,0,97,38,0,0,8,0,0,0,0,46351.19,0,13,2067,551,531,29,649,164,159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,5,0,2.56,46.32,1c1e_ENH_H,0
decoys_minimizations/mini_1c1e_ENH_H_decoy_5.pdb,-0.18,650,0.7,0.3,-23.92,-28.39,5.96,6.55,-1.69,0,-2.22,5.55,1,10,0,161,86,0,40,51,0,0,0,0,23608.13,1,33,3066,763,786,37,539,134,138,6,208,48,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,4,0,3.29,50.32,1c1e_ENH_H,0
decoys_minimizations/mini_1c1e_ENH_H_decoy_6.pdb,-0.19,556.9,0.78,0.22,-16.26,-20.59,6.19,4.14,-1.29,0,0,-0.15,0,3,0,98,97,0,14,20,0,0,0,0,7064.13,1,17,2026,522,537,20,333,87,90,4,168,49,44,1,477,111,132,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,3,0,2.41,36.26,1c1e_ENH_H,0
actives_minimizations/mini_1c5q_ESI_A_active.pdb,-0.12,483.72,0.49,0.51,-22.64,-25.09,2.77,16.56,-8.7,-1.64,-2.36,1.48,4,3,0,0,146,0,0,61,0,0,0,0,-320060.57,3,13,1409,403,503,41,379,109,123,9,0,0,0,0,0,0,0,0,0,0,0,0,189,56,63,6,0,0,0,0,0,0,0,0,119,35,43,4,0,1,2,0.97,51.61,1c5q_ESI_A,1
decoys_minimizations/mini_1c5q_ESI_A_decoy_19.pdb,-0.08,471.5,0.54,0.46,-15.25,-18.34,3.71,4.85,-1.71,0,0,0.59,0,7,0,0,126,0,0,73,0,0,0,1,-27478.99,1,8,1408,408,513,35,154,46,55,4,198,58,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,2,1,-0.2,30.74,1c5q_ESI_A,0
decoys_minimizations/mini_1c5q_ESI_A_decoy_20.pdb,-0.12,509.41,0.57,0.43,-16.15,-19.08,6.01,9,-4.53,0,-1,1.78,1,8,0,0,136,0,0,66,0,0,0,1,-96566.92,1,8,1482,403,507,46,329,91,109,8,283,81,102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3,1,-0.49,51.75,1c5q_ESI_A,0
decoys_minimizations/mini_1c5q_ESI_A_decoy_36.pdb,-0.12,464.69,0.53,0.47,-18.98,-20,5,10.99,-8.04,0,-1.57,1.14,1,6,10,0,130,0,0,95,0,0,0,1,-272225.74,3,16,1414,397,487,37,317,86,106,9,285,76,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,3,1,-0.88,51.75,1c5q_ESI_A,0
actives_minimizations/mini_1d4p_BPP_B_active.pdb,-0.16,832.2,0.69,0.31,-37.43,-38.67,7.31,14,-9.16,-1.49,-2.91,3.68,3,9,0,103,244,0,50,48,0,0,0,0,-271969.35,4,43,3699,967,1129,80,724,202,236,18,145,44,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,3,1.73,87.71,1d4p_BPP_B,1
decoys_minimizations/mini_1d4p_BPP_B_decoy_10.pdb,-0.17,755.6,0.64,0.36,-29.82,-31.45,4.49,6.57,-2.9,-2.14,-0.58,1.47,2,6,0,76,189,0,39,37,0,0,0,0,-123102.71,1,22,3029,790,944,69,151,42,48,5,480,128,144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,3,4,1.72,77.3,1d4p_BPP_B,0
decoys_minimizations/mini_1d4p_BPP_B_decoy_35.pdb,-0.2,753,0.7,0.3,-24.62,-28.36,6.91,2.99,-1.42,0,0,2.54,0,6,0,5,256,0,8,79,0,0,0,0,-47733.58,0,22,2516,664,768,55,667,177,204,18,0,0,0,0,0,0,0,0,0,0,0,0,128,34,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0.93,2,1,0.36,14.16,1d4p_BPP_B,0
decoys_minimizations/mini_1d4p_BPP_B_decoy_47.pdb,-0.2,661.2,0.68,0.32,-21.44,-26.15,5.32,6.28,-0.55,0,0,3.2,0,8,0,16,205,0,6,54,0,0,0,0,-7599.07,0,29,2185,586,708,58,317,83,93,9,302,86,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,52,63,4,0,0,0,0,0.31,3,1,1.81,48.53,1d4p_BPP_B,0
actives_minimizations/mini_1d6v_HOP_H_active.pdb,-0.1,847.9,0.74,0.26,-29.88,-33.7,9.28,4.72,-4.17,0,-0.75,4.71,1,11,0,274,140,0,8,2,0,0,1,1,-35039.37,4,59,4761,1080,1189,11,139,30,40,0,570,128,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,4,2,2.36,89.46,1d6v_HOP_H,1
decoys_minimizations/mini_1d6v_HOP_H_decoy_22.pdb,-0.03,582.4,0.69,0.31,-21.75,-23.6,9.41,2.88,-5.41,0,-0.63,9.35,1,5,0,90,181,0,4,3,0,0,0,0,-99491.36,3,35,2687,654,729,0,434,119,119,0,552,140,155,0,0,0,0,0,0,0,0,0,127,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,5,0,3.12,94.58,1d6v_HOP_H,0
decoys_minimizations/mini_1d6v_HOP_H_decoy_28.pdb,-0.18,663.2,0.78,0.22,-17.86,-29.56,10.23,6.43,0.79,0,0,16.14,0,11,0,222,74,0,0,2,0,0,1,0,-114432.01,0,45,3441,804,861,8,471,114,111,0,749,173,178,3,161,38,46,0,0,0,0,0,223,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.03,64.62,1d6v_HOP_H,0
decoys_minimizations/mini_1d6v_HOP_H_decoy_33.pdb,-0.1,737.4,0.71,0.29,-24.49,-27.59,7.2,3.03,-2.21,0,0,3.85,0,7,0,173,126,0,0,0,0,0,1,0,-130133.89,0,35,4095,955,1039,4,589,134,155,0,437,103,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,3,0,4.09,54.72,1d6v_HOP_H,0
