name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,ID,Class
actives_minimizations/mini_1aj7_NPE_H_active.pdb,-0.1,637.8,0.69,0.31,-32.24,-36.14,11.27,17.1,-14.98,-1.73,-4.24,13.26,5.0,3.0,0,268,92,0,4,24,0,0,1,3,-856038.63,4,34,2167,542,541,14,266,62,58,3,1367,340,344,9,0,0,0,0,197,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,7,0,0.45,132.63,1aj7_NPE_H,1
decoys_minimizations/mini_1aj7_NPE_H_decoy_48.pdb,-0.18,657.1,0.77,0.23,-21.06,-30.33,11.78,3.92,1.08,0.0,0.0,46.19,0.0,9.0,0,159,145,0,0,19,0,0,0,0,-34485.72,0,21,2098,516,507,11,575,149,149,2,347,90,89,1,0,0,0,0,407,99,96,2,197,48,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1.55,52.75,1aj7_NPE_H,0
decoys_minimizations/mini_1aj7_NPE_H_decoy_75.pdb,-0.2,611.9,0.75,0.25,-16.22,-26.68,11.46,6.93,0.23,0.0,0.0,2.71,0.0,11.0,0,167,143,0,2,35,0,0,0,0,-34397.42,0,23,1995,497,471,13,599,151,145,4,617,148,144,4,0,0,0,0,220,55,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,6,3,-0.83,110.93,1aj7_NPE_H,0
decoys_minimizations/mini_1aj7_NPE_H_decoy_8.pdb,-0.19,698.0,0.75,0.25,-15.35,-28.55,8.22,11.36,-0.72,0.0,0.0,7.94,0.0,16.0,0,218,114,0,1,18,0,0,1,0,33372.59,0,20,1590,394,385,8,719,175,165,5,1016,251,249,6,0,0,0,0,372,89,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,8,3,0.46,109.77,1aj7_NPE_H,0
actives_minimizations/mini_1az8_IN4_A_active.pdb,-0.15,837.2,0.53,0.47,-31.24,-37.6,4.08,26.17,-13.96,-2.14,-3.27,2.79,5.0,8.0,0,0,273,0,0,120,0,0,0,0,-633861.88,6,18,2655,758,1001,79,538,163,202,13,259,71,92,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,4,-1.11,129.52,1az8_IN4_A,1
decoys_minimizations/mini_1az8_IN4_A_decoy_42.pdb,-0.1,694.8,0.58,0.42,-17.98,-29.16,5.08,12.25,-0.25,0.0,0.0,3.83,0.0,7.0,1,0,164,0,0,85,0,0,0,0,-149251.12,0,15,1779,521,641,52,997,278,369,28,616,178,219,21,0,0,0,0,0,0,0,0,126,34,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0.17,13,1,-0.09,145.46,1az8_IN4_A,0
decoys_minimizations/mini_1az8_IN4_A_decoy_71.pdb,-0.08,688.9,0.6,0.4,-14.09,-25.96,2.26,19.4,-2.17,0.0,0.0,7.88,0.0,12.0,0,0,174,0,0,81,0,0,0,0,-40454.7,0,12,1157,333,424,37,961,270,343,28,768,225,292,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,11,4,-0.27,186.05,1az8_IN4_A,0
decoys_minimizations/mini_1az8_IN4_A_decoy_96.pdb,-0.06,705.9,0.57,0.43,-15.05,-26.94,6.46,10.78,-1.16,0.0,0.0,5.19,0.0,6.0,0,0,234,0,0,75,0,0,0,0,35486.53,0,14,1783,539,665,52,867,256,331,29,586,170,207,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,10,1,1.17,117.58,1az8_IN4_A,0
actives_minimizations/mini_1bgq_RDC_A_active.pdb,-0.17,719.3,0.7,0.3,-26.07,-27.8,5.28,4.85,-3.5,0.0,-2.0,5.66,1.0,7.0,160,121,30,10,8,0,0,0,0,0,-6826.04,2,15,3087,812,993,18,0,0,0,0,1086,280,332,6,0,0,0,0,0,0,0,0,0,0,0,0,216,54,63,2,0,0,0,0,0,0,0,0,0.33,6,2,2.69,96.36,1bgq_RDC_A,1
decoys_minimizations/mini_1bgq_RDC_A_decoy_140.pdb,-0.12,663.0,0.76,0.24,-19.67,-28.3,6.96,6.82,-0.06,0.0,0.0,8.34,0.0,10.0,151,141,37,15,0,3,0,0,0,0,-95168.41,1,21,2576,615,743,14,616,155,173,3,516,120,153,3,0,0,0,0,244,63,86,2,0,0,0,0,0,0,0,0,179,47,59,1,0,0,0,0,0.38,6,2,3.73,74.65,1bgq_RDC_A,0
decoys_minimizations/mini_1bgq_RDC_A_decoy_33.pdb,-0.17,723.9,0.77,0.23,-22.16,-30.26,7.84,6.05,-1.18,0.0,0.0,8.94,0.0,3.0,177,101,52,32,6,0,0,0,0,0,-92173.07,2,18,2361,605,724,13,547,136,168,3,1058,274,318,6,0,0,0,0,214,55,63,1,0,0,0,0,0,0,0,0,145,34,50,1,0,0,0,0,0.46,8,1,1.46,120.52,1bgq_RDC_A,0
decoys_minimizations/mini_1bgq_RDC_A_decoy_78.pdb,-0.16,560.3,0.74,0.26,-19.45,-20.86,4.14,1.62,-1.04,0.0,-1.13,5.89,1.0,5.0,82,99,24,13,11,0,0,0,0,0,6322.28,1,11,1831,463,558,10,350,91,111,2,912,242,290,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,50,58,1,0,0,0,0,0.33,7,1,2.67,97.55,1bgq_RDC_A,0
actives_minimizations/mini_1bl7_SB4_A_active.pdb,-0.18,776.1,0.7,0.3,-32.13,-32.84,6.79,5.71,-4.52,-3.47,0.0,3.07,2.0,1.0,10,235,105,0,34,19,0,0,0,1,-82904.65,3,31,3200,829,923,31,954,263,298,11,0,0,0,0,229,40,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,5,2,1.63,86.23,1bl7_SB4_A,1
decoys_minimizations/mini_1bl7_SB4_A_decoy_22.pdb,-0.16,654.0,0.72,0.28,-24.0,-28.61,7.66,2.76,-1.46,0.0,0.0,3.26,0.0,0.0,23,202,86,0,22,4,0,0,1,0,-88713.03,0,27,2398,587,662,21,1040,265,305,11,377,88,97,4,149,43,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,7,0,3.74,84.44,1bl7_SB4_A,0
decoys_minimizations/mini_1bl7_SB4_A_decoy_3.pdb,-0.16,761.6,0.72,0.28,-13.1,-19.96,3.64,6.05,-0.13,0.0,0.0,24.51,0.0,3.0,17,145,100,0,8,1,0,0,0,0,29888.93,0,15,2171,621,660,16,947,265,298,8,699,184,201,6,194,54,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,10,2,0.84,125.74,1bl7_SB4_A,0
decoys_minimizations/mini_1bl7_SB4_A_decoy_38.pdb,-0.17,686.6,0.74,0.26,-20.75,-21.94,4.95,0.67,-1.39,0.0,0.0,3.41,0.0,2.0,0,184,87,0,17,13,0,0,0,1,-98956.86,0,17,1792,474,529,20,615,172,197,7,451,119,149,5,165,42,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,7,1,1.55,86.11,1bl7_SB4_A,0
actives_minimizations/mini_1bmk_SB5_A_active.pdb,-0.12,657.3,0.73,0.27,-28.03,-30.11,7.01,3.08,-1.17,-2.37,0.0,6.71,1.0,1.0,13,254,42,0,53,7,0,0,0,0,-142766.75,1,27,2690,694,740,32,711,190,204,10,0,0,0,0,225,44,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,5,1,3.14,69.62,1bmk_SB5_A,1
decoys_minimizations/mini_1bmk_SB5_A_decoy_29.pdb,-0.18,613.1,0.75,0.25,-22.57,-24.69,7.57,-0.32,0.52,0.0,0.0,2.27,0.0,2.0,36,224,49,0,24,6,0,0,1,0,-62801.01,0,25,2298,572,610,22,794,195,225,10,0,0,0,0,125,34,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,4,2,2.12,64.9,1bmk_SB5_A,0
decoys_minimizations/mini_1bmk_SB5_A_decoy_77.pdb,-0.15,661.6,0.76,0.24,-23.95,-26.56,7.64,-0.03,-1.16,0.0,0.0,1.33,0.0,2.0,38,229,55,0,23,14,0,0,0,1,-9776.55,2,25,2395,597,640,21,642,179,186,7,0,0,0,0,217,45,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,4,1,1.77,42.74,1bmk_SB5_A,0
decoys_minimizations/mini_1bmk_SB5_A_decoy_9.pdb,-0.17,539.2,0.74,0.26,-18.0,-20.2,5.43,0.43,0.5,0.0,0.0,5.43,0.0,2.0,7,175,26,0,24,6,0,0,0,0,-95971.92,0,11,1771,446,492,22,868,212,238,10,0,0,0,0,225,46,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,4,1,1.77,66.92,1bmk_SB5_A,0
actives_minimizations/mini_1c1b_GCA_A_active.pdb,-0.2,863.1,0.89,0.11,-51.05,-46.62,10.93,-6.61,-0.92,-1.3,0.0,6.35,1.0,1.0,0,421,153,0,52,16,0,0,0,0,-27787.76,1,65,3901,907,931,8,425,102,101,0,614,148,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,4,1,2.86,64.09,1c1b_GCA_A,1
decoys_minimizations/mini_1c1b_GCA_A_decoy_43.pdb,-0.25,750.9,0.89,0.11,-34.01,-34.39,10.58,-4.44,-0.06,0.0,0.0,42.72,0.0,5.0,0,273,131,0,4,17,0,0,0,0,53828.59,0,52,3881,882,917,8,418,93,99,1,607,140,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4,1,3.11,50.8,1c1b_GCA_A,0
decoys_minimizations/mini_1c1b_GCA_A_decoy_69.pdb,-0.26,800.3,0.86,0.14,-31.15,-34.32,12.15,-1.97,-0.19,0.0,0.0,25.16,0.0,5.0,0,269,134,0,24,19,0,0,0,0,-53100.21,0,55,3685,861,874,6,431,98,106,1,598,137,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,3,1,3.9,62.4,1c1b_GCA_A,0
decoys_minimizations/mini_1c1b_GCA_A_decoy_92.pdb,-0.28,897.0,0.91,0.09,-35.25,-34.76,7.58,-4.07,0.43,0.0,0.0,28.02,0.0,0.0,0,254,167,0,22,29,0,0,1,0,-1948.32,0,50,3624,834,871,10,380,90,95,2,541,127,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,4,0,3.3,49.85,1c1b_GCA_A,0
actives_minimizations/mini_1c1c_612_A_active.pdb,-0.19,802.5,0.9,0.1,-42.36,-44.51,12.48,-0.27,-1.09,-1.12,0.0,7.02,1.0,1.0,0,372,141,0,60,21,0,0,0,0,-106354.85,1,45,3284,775,785,10,413,103,102,1,611,148,149,0,0,0,0,0,0,0,0,0,222,53,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,5,1,3.08,64.09,1c1c_612_A,1
decoys_minimizations/mini_1c1c_612_A_decoy_13.pdb,-0.23,703.1,0.88,0.12,-24.52,-28.14,8.17,-0.61,0.4,0.0,0.0,12.25,0.0,7.0,0,243,130,0,14,12,0,0,0,0,21055.62,0,37,2621,632,608,9,425,106,100,2,411,100,103,0,0,0,0,0,0,0,0,0,203,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,3,0,1.87,50.27,1c1c_612_A,0
decoys_minimizations/mini_1c1c_612_A_decoy_14.pdb,-0.24,765.7,0.89,0.11,-29.78,-33.89,10.41,-0.7,0.16,0.0,0.0,0.26,0.0,7.0,0,240,124,0,18,9,0,0,0,0,-6344.26,0,31,3213,753,765,13,402,96,102,1,426,103,112,1,0,0,0,0,0,0,0,0,193,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,5,1,3.85,43.26,1c1c_612_A,0
decoys_minimizations/mini_1c1c_612_A_decoy_85.pdb,-0.22,684.7,0.89,0.11,-26.72,-32.36,8.79,1.93,-0.19,0.0,0.0,2.49,0.0,5.0,0,252,88,0,38,11,0,0,0,0,59017.7,1,38,2865,674,675,8,397,91,90,0,395,101,90,1,0,0,0,0,0,0,0,0,177,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,4,1,3.27,47.02,1c1c_612_A,0
actives_minimizations/mini_1c1e_ENH_H_active.pdb,-0.18,615.7,0.73,0.27,-24.71,-28.1,8.36,5.03,-1.48,0.0,-1.57,4.33,1.0,6.0,0,137,33,0,8,18,0,0,0,0,-117793.6,1,14,1973,478,494,20,182,44,50,2,381,91,99,4,0,0,0,0,0,0,0,0,0,0,0,0,1201,296,285,10,0,0,0,0,0,0,0,0,0.6,2,0,3.06,37.38,1c1e_ENH_H,1
decoys_minimizations/mini_1c1e_ENH_H_decoy_25.pdb,-0.17,518.8,0.77,0.23,-11.42,-19.04,2.21,9.63,-0.99,0.0,0.0,4.81,0.0,12.0,0,92,53,0,7,13,0,0,1,0,-118431.39,0,6,738,191,193,6,196,48,50,2,1589,405,405,12,0,0,0,0,221,52,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10,2,-0.47,111.61,1c1e_ENH_H,0
decoys_minimizations/mini_1c1e_ENH_H_decoy_28.pdb,-0.18,395.6,0.81,0.19,-10.24,-15.69,1.14,9.66,-1.07,0.0,-1.53,4.92,1.0,4.0,0,74,24,0,9,9,0,0,0,0,-148940.81,2,2,599,146,151,6,0,0,0,0,1415,327,343,17,0,0,0,0,178,47,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7,1,-0.23,75.61,1c1e_ENH_H,0
decoys_minimizations/mini_1c1e_ENH_H_decoy_48.pdb,-0.15,476.9,0.71,0.29,-9.66,-15.57,1.69,7.24,-0.43,0.0,0.0,11.11,0.0,12.0,0,84,57,0,5,21,0,0,0,0,-1506.06,1,4,844,216,226,8,166,40,44,2,1421,353,369,17,0,0,0,0,189,46,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,9,1,-0.04,99.86,1c1e_ENH_H,0
actives_minimizations/mini_1c5q_ESI_A_active.pdb,-0.13,489.42,0.48,0.52,-22.62,-25.44,2.91,18.06,-9.2,-1.51,-2.48,0.88,4.0,3.0,0,0,143,0,0,63,0,0,0,0,-248224.01,3,14,1394,399,497,41,378,109,122,9,0,0,0,0,0,0,0,0,0,0,0,0,189,55,63,6,0,0,0,0,0,0,0,0,119,35,42,3,0.0,1,2,0.97,51.61,1c5q_ESI_A,1
decoys_minimizations/mini_1c5q_ESI_A_decoy_37.pdb,-0.13,432.49,0.57,0.43,-15.76,-21.2,3.01,7.1,-0.03,0.0,0.0,51.53,0.0,7.0,0,0,102,0,0,57,0,0,0,0,31893.8,1,13,1291,369,449,36,461,134,162,13,0,0,0,0,116,36,40,4,0,0,0,0,192,54,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,1,1.56,46.66,1c5q_ESI_A,0
decoys_minimizations/mini_1c5q_ESI_A_decoy_45.pdb,-0.13,423.66,0.56,0.44,-10.79,-20.24,1.79,11.38,-0.34,0.0,0.0,3.52,0.0,3.0,0,0,125,0,0,58,0,0,0,0,-45475.35,0,9,983,273,352,30,466,128,159,16,0,0,0,0,0,0,0,0,0,0,0,0,190,55,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,1,0.68,18.84,1c5q_ESI_A,0
decoys_minimizations/mini_1c5q_ESI_A_decoy_56.pdb,-0.12,447.35,0.61,0.39,-7.13,-16.73,2.34,12.09,-0.36,0.0,0.0,4.6,0.0,9.0,0,0,127,0,0,43,0,0,0,0,5307.66,0,1,767,208,266,24,836,233,276,24,0,0,0,0,337,94,115,10,0,0,0,0,138,37,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4,2,-0.33,48.1,1c5q_ESI_A,0
actives_minimizations/mini_1d4p_BPP_B_active.pdb,-0.17,846.5,0.68,0.32,-36.54,-38.73,7.09,14.63,-8.53,-1.51,-2.87,3.8,3.0,9.0,0,26,316,0,17,81,0,0,0,0,-349396.89,4,44,3689,974,1135,80,725,201,235,17,144,44,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,3,1.73,87.71,1d4p_BPP_B,1
decoys_minimizations/mini_1d4p_BPP_B_decoy_16.pdb,-0.19,945.0,0.69,0.31,-38.72,-46.09,7.7,11.24,-0.74,0.0,0.0,8.51,0.0,11.0,0,76,253,0,39,75,0,0,0,0,34265.23,0,38,2847,765,902,67,833,220,254,18,162,45,49,5,0,0,0,0,287,71,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,4,2,4.36,74.13,1d4p_BPP_B,0
